cidades,3145,Sarandi
cidades,3671,Saquarema
cidades,2333,Sardoá
cidades,5278,Sarapuí
cidades,4269,Sarandi
cidades,2334,Sarzedo
cidades,645,Sátiro Dias
cidades,5279,Sarutaiá
cidades,195,Satuba
cidades,646,Saubara
cidades,1323,Satubinha
cidades,647,Saúde
cidades,3146,Saudade do Iguaçu
cidades,4669,Saudades
cidades,4670,Schroeder
cidades,5280,Sebastianópolis do Sul
cidades,648,Seabra
cidades,649,Sebastião Laranjeiras
cidades,4270,Seberi
cidades,3573,Sebastião Barros
cidades,3574,Sebastião Leal
cidades,4271,Sede Nova
cidades,1556,Selvíria
cidades,4272,Segredo
cidades,2335,Sem-Peixe
cidades,1324,Senador Alexandre Costa
cidades,4671,Seara
cidades,2336,Senador Amaral
cidades,4273,Selbach
cidades,97,Sena Madureira
cidades,3824,Senador Elói de Souza
cidades,1106,Senador Canedo
cidades,2337,Senador Cortes
cidades,3825,Senador Georgino Avelino
cidades,2338,Senador Firmino
cidades,2545,Senador José Porfírio
cidades,1325,Senador La Rocque
cidades,2339,Senador José Bento
cidades,98,Senador Guiomard
cidades,2340,Senador Modestino Gonçalves
cidades,862,Senador Pompeu
cidades,196,Senador Rui Palmeira
cidades,4274,Senador Salgado Filho
cidades,3147,Sengés
cidades,863,Senador Sá
cidades,2341,Senhora de Oliveira
cidades,2343,Senhora dos Remédios
cidades,650,Senhor do Bonfim
cidades,2342,Senhora do Porto
cidades,2760,Seridó
cidades,651,Sento Sé
cidades,2344,Sericita
cidades,4275,Sentinela do Sul
cidades,4277,Sério
cidades,4276,Serafina Corrêa
cidades,4391,Seringueiras
cidades,70,Serra
cidades,3672,Seropédica
cidades,2345,Seritinga
cidades,4672,Serra Alta
cidades,2762,Serra da Raiz
cidades,2346,Serra Azul de Minas
cidades,2761,Serra Branca
cidades,2347,Serra da Saudade
cidades,5281,Serra Azul
cidades,3827,Serra do Mel
cidades,216,Serra do Navio
cidades,3826,Serra de São Bento
cidades,2349,Serra dos Aimorés
cidades,2348,Serra do Salitre
cidades,3828,Serra Negra do Norte
cidades,653,Serra Dourada
cidades,652,Serra do Ramalho
cidades,5282,Serra Negra
cidades,2763,Serra Grande
cidades,654,Serra Preta
cidades,1472,Serra Nova Dourada
cidades,2764,Serra Redonda
cidades,1326,Serrano do Maranhão
cidades,3341,Serra Talhada
cidades,5283,Serrana
cidades,2350,Serrania
cidades,3148,Serranópolis do Iguaçu
cidades,2765,Serraria
cidades,2351,Serranópolis de Minas
cidades,1107,Serranópolis
cidades,3830,Serrinha dos Pintos
cidades,3829,Serrinha
cidades,2352,Serranos
cidades,655,Serrinha
cidades,656,Serrolândia
cidades,3149,Sertaneja
cidades,3150,Sertanópolis
cidades,5284,Sertãozinho
cidades,4279,Sertão Santana
cidades,2766,Sertãozinho
cidades,5285,Sete Barras
cidades,4280,Sete de Setembro
cidades,2354,Sete Lagoas
cidades,4278,Sertão
cidades,3343,Sertânia
cidades,1557,Sete Quedas
cidades,2353,Serro
cidades,5286,Severínia
cidades,3342,Serrita
cidades,4673,Siderópolis
cidades,1558,Sidrolândia
cidades,3575,Sigefredo Pacheco
cidades,1108,Silvânia
cidades,3673,Silva Jardim
cidades,4281,Severiano de Almeida
cidades,2355,Setubinha
cidades,3831,Severiano Melo
cidades,5553,Silvanópolis
cidades,4282,Silveira Martins
cidades,273,Silves
cidades,2357,Silvianópolis
cidades,2358,Simão Pereira
cidades,5287,Silveiras
cidades,2356,Silveirânia
cidades,657,Simões Filho
